url,cluster,contextual_inlinks,body_inlinks,all_inlinks_incl_nav,contextual_outlinks,distinct_anchors
/take-home-pay-on/94000/,take-home-pay-on,14,14,14,19,7
/take-home-pay-on/95000/,take-home-pay-on,43,43,44,19,23
/take-home-pay-on/96000/,take-home-pay-on,15,15,15,19,8
/take-home-pay-on/97000/,take-home-pay-on,15,15,15,19,7
/take-home-pay-on/98000/,take-home-pay-on,15,15,15,19,8
/take-home-pay-on/99000/,take-home-pay-on,15,15,15,19,7
/tax-bracket-history/,core,4,4,849,5,2
/tax-brackets/,core,737,314,849,40,19
/tax-calendar/,core,7,7,849,14,3
/tax-changes-2026-27/,core,10,10,849,10,4
/tax-deductions-guide/,core,151,146,849,5,2
/tax-file-number-declaration/,core,6,6,849,11,3
/tax-free-threshold/,core,4,4,849,12,2
/tax-on/,tax-on,141,141,849,144,2
/tax-on/100000/,tax-on,16,16,849,22,6
/tax-on/101000/,tax-on,13,13,13,22,4
/tax-on/102000/,tax-on,13,13,13,22,4
/tax-on/103000/,tax-on,13,13,13,22,4
/tax-on/104000/,tax-on,13,13,13,22,4
/tax-on/105000/,tax-on,13,13,14,22,4
/tax-on/106000/,tax-on,13,13,13,22,4
/tax-on/107000/,tax-on,13,13,13,22,4
/tax-on/108000/,tax-on,13,13,13,22,4
/tax-on/109000/,tax-on,13,13,13,22,4
/tax-on/110000/,tax-on,14,14,15,22,5
/tax-on/111000/,tax-on,13,13,13,22,4
/tax-on/112000/,tax-on,13,13,13,22,4
/tax-on/113000/,tax-on,13,13,13,22,4
/tax-on/114000/,tax-on,13,13,13,22,4
/tax-on/115000/,tax-on,13,13,14,22,4
/tax-on/116000/,tax-on,13,13,13,22,4
/tax-on/117000/,tax-on,13,13,13,22,4
/tax-on/118000/,tax-on,13,13,13,22,4
/tax-on/119000/,tax-on,13,13,13,22,4
/tax-on/120000/,tax-on,16,16,849,22,6
/tax-on/121000/,tax-on,13,13,13,22,4
/tax-on/122000/,tax-on,13,13,13,22,4
/tax-on/123000/,tax-on,13,13,13,22,4
/tax-on/124000/,tax-on,13,13,13,22,4
/tax-on/125000/,tax-on,13,13,14,22,4
/tax-on/126000/,tax-on,13,13,13,22,4
/tax-on/127000/,tax-on,13,13,13,22,4
/tax-on/128000/,tax-on,13,13,13,22,4
/tax-on/129000/,tax-on,13,13,13,22,4
/tax-on/130000/,tax-on,14,14,15,22,5
/tax-on/131000/,tax-on,13,13,13,22,4
/tax-on/132000/,tax-on,13,13,13,22,4
/tax-on/133000/,tax-on,13,13,13,22,4
/tax-on/134000/,tax-on,13,13,13,22,4
/tax-on/135000/,tax-on,13,13,14,22,4
/tax-on/136000/,tax-on,13,13,13,22,4
/tax-on/137000/,tax-on,13,13,13,22,4
/tax-on/138000/,tax-on,13,13,13,22,4
/tax-on/139000/,tax-on,13,13,13,22,4
/tax-on/140000/,tax-on,14,14,15,22,5
/tax-on/141000/,tax-on,12,12,12,21,4
/tax-on/142000/,tax-on,12,12,12,21,4
/tax-on/143000/,tax-on,12,12,12,21,4
/tax-on/144000/,tax-on,12,12,12,21,4
/tax-on/145000/,tax-on,13,13,14,22,4
/tax-on/146000/,tax-on,11,11,11,20,4
/tax-on/147000/,tax-on,11,11,11,20,4
/tax-on/148000/,tax-on,11,11,11,20,4
/tax-on/149000/,tax-on,11,11,11,20,4
/tax-on/150000/,tax-on,14,14,849,20,6
/tax-on/155000/,tax-on,10,10,11,19,4
/tax-on/160000/,tax-on,10,10,11,18,5
/tax-on/165000/,tax-on,9,9,10,18,4
/tax-on/170000/,tax-on,9,9,10,18,4
/tax-on/175000/,tax-on,9,9,10,18,4
/tax-on/180000/,tax-on,10,10,11,18,5
/tax-on/185000/,tax-on,9,9,10,18,4
/tax-on/190000/,tax-on,9,9,10,18,4
/tax-on/195000/,tax-on,9,9,10,18,4
/tax-on/20000/,tax-on,5,5,5,14,3
/tax-on/200000/,tax-on,12,12,849,18,6
/tax-on/210000/,tax-on,9,9,9,18,4
/tax-on/220000/,tax-on,9,9,9,18,4
/tax-on/230000/,tax-on,9,9,9,18,4
/tax-on/240000/,tax-on,9,9,9,18,4
/tax-on/25000/,tax-on,6,6,6,15,4
/tax-on/250000/,tax-on,9,9,9,18,4
/tax-on/260000/,tax-on,9,9,9,18,4
/tax-on/270000/,tax-on,9,9,9,18,4
/tax-on/280000/,tax-on,9,9,9,18,4
/tax-on/290000/,tax-on,9,9,9,18,4
/tax-on/30000/,tax-on,9,9,10,17,5
/tax-on/300000/,tax-on,9,9,9,18,4
/tax-on/35000/,tax-on,9,9,10,18,4
/tax-on/350000/,tax-on,8,8,8,17,4
/tax-on/40000/,tax-on,14,14,849,20,6
/tax-on/400000/,tax-on,7,7,7,16,4
/tax-on/41000/,tax-on,11,11,11,20,4
/tax-on/42000/,tax-on,11,11,11,20,4
/tax-on/43000/,tax-on,11,11,11,20,4
/tax-on/44000/,tax-on,11,11,11,20,4
/tax-on/45000/,tax-on,14,14,15,22,5
/tax-on/46000/,tax-on,12,12,12,21,4
/tax-on/47000/,tax-on,12,12,12,21,4
/tax-on/48000/,tax-on,12,12,12,21,4
/tax-on/49000/,tax-on,12,12,12,21,4
/tax-on/50000/,tax-on,16,16,849,22,6
/tax-on/500000/,tax-on,6,6,6,15,3
/tax-on/51000/,tax-on,13,13,13,22,4
/tax-on/52000/,tax-on,13,13,13,22,4
/tax-on/53000/,tax-on,13,13,13,22,4
/tax-on/54000/,tax-on,13,13,13,22,4
/tax-on/55000/,tax-on,13,13,14,22,4
/tax-on/56000/,tax-on,13,13,13,22,4
/tax-on/57000/,tax-on,13,13,13,22,4
/tax-on/58000/,tax-on,13,13,13,22,4
/tax-on/59000/,tax-on,13,13,13,22,4
/tax-on/60000/,tax-on,16,16,849,22,6
/tax-on/61000/,tax-on,13,13,13,22,4
/tax-on/62000/,tax-on,13,13,13,22,4
/tax-on/63000/,tax-on,13,13,13,22,4
/tax-on/64000/,tax-on,13,13,13,22,4
/tax-on/65000/,tax-on,13,13,14,22,4
/tax-on/66000/,tax-on,13,13,13,22,4
/tax-on/67000/,tax-on,13,13,13,22,4
/tax-on/68000/,tax-on,13,13,13,22,4
/tax-on/69000/,tax-on,13,13,13,22,4
/tax-on/70000/,tax-on,16,16,849,22,6
/tax-on/71000/,tax-on,13,13,13,22,4
/tax-on/72000/,tax-on,13,13,13,22,4
/tax-on/73000/,tax-on,13,13,13,22,4
/tax-on/74000/,tax-on,13,13,13,22,4
/tax-on/75000/,tax-on,13,13,14,22,4
/tax-on/76000/,tax-on,13,13,13,22,4
/tax-on/77000/,tax-on,13,13,13,22,4
/tax-on/78000/,tax-on,13,13,13,22,4
/tax-on/79000/,tax-on,13,13,13,22,4
/tax-on/80000/,tax-on,16,16,849,22,7
/tax-on/81000/,tax-on,13,13,13,22,4
/tax-on/82000/,tax-on,13,13,13,22,4
/tax-on/83000/,tax-on,13,13,13,22,4
/tax-on/84000/,tax-on,13,13,13,22,4
/tax-on/85000/,tax-on,13,13,14,22,4
/tax-on/86000/,tax-on,13,13,13,22,4
/tax-on/87000/,tax-on,13,13,13,22,4
/tax-on/88000/,tax-on,13,13,13,22,4
/tax-on/89000/,tax-on,13,13,13,22,4
/tax-on/90000/,tax-on,16,16,849,22,6
/tax-on/91000/,tax-on,13,13,13,22,4
/tax-on/92000/,tax-on,13,13,13,22,4
/tax-on/93000/,tax-on,13,13,13,22,4
/tax-on/94000/,tax-on,13,13,13,22,4
/tax-on/95000/,tax-on,13,13,14,22,4
/tax-on/96000/,tax-on,13,13,13,22,4
/tax-on/97000/,tax-on,13,13,13,22,4
/tax-on/98000/,tax-on,13,13,13,22,4
/tax-on/99000/,tax-on,13,13,13,22,4
/tax-refund-guide/,core,9,9,849,14,2
/tax-return-2026/,core,2,2,3,12,4
/tax-return-calculator/,core,165,165,849,10,15
/tax-withheld-calculator/,core,2,2,849,14,1
/teacher-pay-australia/,teacher,13,13,849,24,4
/teacher-pay-australia/act/,teacher,9,9,10,29,3
/teacher-pay-australia/nsw/,teacher,9,9,10,28,3
/teacher-pay-australia/nt/,teacher,9,9,10,40,3
/teacher-pay-australia/qld/,teacher,9,9,10,41,3
/teacher-pay-australia/sa/,teacher,9,9,10,33,3
/teacher-pay-australia/tas/,teacher,9,9,10,38,3
/teacher-pay-australia/vic/,teacher,10,10,11,39,4
/teacher-pay-australia/wa/,teacher,9,9,10,25,3
/tech-salary-guide-australia/,core,2,2,849,8,2
/terms/,core,0,0,849,4,0
/time-in-lieu/,core,2,2,3,18,3
/travel-allowance/,core,2,2,3,8,2
/understanding-your-payslip/,core,55,44,849,14,7
/weekly-pay-calculator/,core,83,83,849,13,16
/weekly-tax-table/,core,10,10,849,13,9
/work-from-home-deductions/,core,3,3,849,4,3
/work-hours-calculator/,core,3,3,849,9,1
/working-holiday-tax/,core,9,9,849,6,5
/ytd-income-calculator/,core,1,1,849,8,1
/zone-tax-offset/,core,6,6,849,11,4
